Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
group_2161,,[gene=lpqX] [locus_tag=BQ2027_MB1260] [db_xref=UniProtKB/TrEMBL:A0A1R3XXR3] [protein=probable lipoprotein lpqx] [protein_id=SIT99861.1] [location=1372192..1372749][gbkey=CDS],583,43,63,11,90.24767802,20.37037037,2.367294205,0.02125893,1,0.700155916,28,10,18,0.184933342,0.184933342
group_3988,,hypothetical protein,374,22,272,32,57.89473684,59.25925926,2,0.021454791,1,0.703966637,9,6,5,0.5078125,1
group_4004,,hypothetical protein,115,3,531,51,17.80185759,94.44444444,3.68173258,0.021489885,1,0.703966637,10,7,3,0.34375,0.34375
group_675,,"[gene=infB] [locus_tag=BQ2027_MB2864C] [db_xref=GOA:P65132,InterPro:IPR000178,InterPro:IPR000795,InterPro:IPR005225,InterPro:IPR006847,InterPro:IPR009000,InterPro:IPR015760,InterPro:IPR023115,InterPro:IPR027417,InterPro:IPR036925,UniProtKB/Swiss-Prot:P65132][protein=PROBABLE TRANSLATION INITIATION FACTOR IF-2 INFB] [protein_id=SIU01484.1][location=complement(3106153..3108855)] [gbkey=CDS]",75,1,571,53,11.60990712,98.14814815,6.961471103,0.021535751,1,0.703966637,9,8,1,0.0390625,0.0390625
group_674,,"[gene=infB] [locus_tag=BQ2027_MB2864C] [db_xref=GOA:P65132,InterPro:IPR000178,InterPro:IPR000795,InterPro:IPR005225,InterPro:IPR006847,InterPro:IPR009000,InterPro:IPR015760,InterPro:IPR023115,InterPro:IPR027417,InterPro:IPR036925,UniProtKB/Swiss-Prot:P65132][protein=PROBABLE TRANSLATION INITIATION FACTOR IF-2 INFB] [protein_id=SIU01484.1][location=complement(3106153..3108855)] [gbkey=CDS]",572,53,74,1,88.54489164,1.851851852,0.145843957,0.021628621,1,0.705243678,9,1,8,0.0390625,0.0390625
group_125,,"[gene=PE_PGRS55] [locus_tag=BQ2027_MB3541] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y4H8][protein=pe-pgrs family protein pe_pgrs56] [protein_id=SIU02168.1][location=3888267..3894083] [gbkey=CDS]",77,1,569,53,11.91950464,98.14814815,7.172231986,0.021818926,1,0.709683592,7,6,1,0.125,0.125
group_3845,,[locus_tag=BQ2027_MB1572] [db_xref=UniProtKB/Swiss-Prot:P64872] [protein=HYPOTHETICAL PROTEIN] [protein_id=SIU00175.1] [location=1735341..1735568][gbkey=CDS],568,53,78,1,87.92569659,1.851851852,0.137397194,0.022195714,1,0.716604468,15,1,14,0.000976562,0.000976562
group_3947,,hypothetical protein,78,1,568,53,12.07430341,98.14814815,7.278169014,0.022195714,1,0.716604468,15,14,1,0.000976562,0.000976562
group_2333,,hypothetical protein,78,1,568,53,12.07430341,98.14814815,7.278169014,0.022195714,1,0.716604468,9,8,1,0.0390625,0.0390625
group_614,,"[gene=PPE40] [locus_tag=BQ2027_MB2377C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y0Z4][protein=ppe family protein ppe40] [protein_id=SIU00989.1] [location=complement(2610173..2612017)][gbkey=CDS]",553,52,93,2,85.60371517,3.703703704,0.228701406,0.022641329,1,0.729195426,14,2,12,0.012939453,0.012939453
group_1771,,"[locus_tag=BQ2027_MB2835] [db_xref=GOA:A0A1R3Y2B1,InterPro:IPR009057,UniProtKB/TrEMBL:A0A1R3Y2B1][protein=PUTATIVE TRANSPOSASE [FIRST PART]] [protein_id=SIU01454.1][location=3077782..3078462] [gbkey=CDS]",97,2,549,52,15.01547988,96.2962963,4.593806922,0.023018578,1,0.739528245,17,16,2,0.000274658,0.002349854
group_1992,,hypothetical protein,540,38,106,16,83.59133127,29.62962963,2.144985104,0.02315923,1,0.74222785,10,4,10,0.001953125,0.75390625
group_83,,[gene=PE_PGRS50b] [locus_tag=BQ2027_MB3376C] [db_xref=UniProtKB/TrEMBL:A0A1R3Y5N3] [protein=pe-pgrs family protein pe_pgrs49] [protein_id=SIU02005.1][location=complement(3695092..3699105)] [gbkey=CDS],50,0,596,54,7.739938081,100,inf,0.025786673,1,0.821070483,7,7,0,0.015625,0.015625
group_988,,hypothetical protein,50,0,596,54,7.739938081,100,inf,0.025786673,1,0.821070483,4,4,0,0.125,0.125
group_27,,hypothetical protein,49,0,597,54,7.585139319,100,inf,0.025869859,1,0.821070483,8,8,0,0.0078125,0.0078125
group_5253,,hypothetical protein,49,0,597,54,7.585139319,100,inf,0.025869859,1,0.821070483,3,3,0,0.25,0.25
group_4071,,hypothetical protein,6,3,640,51,0.92879257,94.44444444,0.159375,0.026152967,1,0.828050939,6,3,3,1,1
group_2000,,putative protein,594,54,52,0,91.9504644,0,0,0.026390004,1,0.829544793,3,0,3,0.25,0.25
group_1357,,hypothetical protein,594,54,52,0,91.9504644,0,0,0.026390004,1,0.829544793,4,0,4,0.125,0.125
group_1358,,hypothetical protein,52,0,594,54,8.049535604,100,inf,0.026390004,1,0.829544793,4,4,0,0.125,0.125
group_22,,hypothetical protein,53,0,593,54,8.204334365,100,inf,0.027077307,1,0.849113254,7,7,0,0.015625,0.015625
group_1518,,hypothetical protein,126,4,520,50,19.50464396,92.59259259,3.028846154,0.027902413,1,0.865916922,3,1,2,1,1
group_3798,,hypothetical protein,520,50,126,4,80.49535604,7.407407407,0.33015873,0.027902413,1,0.865916922,3,2,1,1,1
group_3809,,hypothetical protein,520,50,126,4,80.49535604,7.407407407,0.33015873,0.027902413,1,0.865916922,3,2,1,1,1
group_3763,,hypothetical protein,520,50,126,4,80.49535604,7.407407407,0.33015873,0.027902413,1,0.865916922,3,2,1,1,1
group_2116,,"[locus_tag=BQ2027_MB1514] [db_xref=InterPro:IPR000064,InterPro:IPR038765,UniProtKB/TrEMBL:A0A1R3XYH7][protein=possible invasion protein] [protein_id=SIU00117.1][location=1669574..1670299] [gbkey=CDS]",127,4,519,50,19.65944272,92.59259259,3.058766859,0.027943459,1,0.865916922,3,1,2,1,1
group_895,,"[gene=acce5] [locus_tag=BQ2027_MB3309] [db_xref=InterPro:IPR032716,UniProtKB/TrEMBL:A0A1R3Y3Y2][protein=probable bifunctional protein acetyl-/propionyl-coenzyme a carboxylase (epsilon chain) acce5] [protein_id=SIU01938.1][location=3622687..3623157] [gbkey=CDS]",522,50,124,4,80.80495356,7.407407407,0.336774194,0.02818504,1,0.871343178,3,2,1,1,1
group_228,,hypothetical protein,129,4,517,50,19.96904025,92.59259259,3.118955513,0.028389879,1,0.875610666,9,5,4,1,1
group_4051,,hypothetical protein,148,20,498,34,22.91021672,62.96296296,0.505220884,0.029660105,1,0.912640045,35,20,19,0.499559833,0.735878801
group_298,,hypothetical protein,26,6,620,48,4.024767802,88.88888889,0.335483871,0.03002888,1,0.919669516,20,14,6,0.115318298,0.115318298
group_38,,hypothetical protein,26,6,620,48,4.024767802,88.88888889,0.335483871,0.03002888,1,0.919669516,23,20,5,0.000488281,0.010622025
group_2027,,"[gene=dnaJ2] [locus_tag=BQ2027_MB2394C] [db_xref=GOA:P63967,InterPro:IPR001305,InterPro:IPR001623,InterPro:IPR002939,InterPro:IPR008971,InterPro:IPR012724,InterPro:IPR036410,InterPro:IPR036869,UniProtKB/Swiss-Prot:P63967][protein=PROBABLE CHAPERONE PROTEIN DNAJ2][protein_id=SIU01006.1] [location=complement(2625321..2626469)][gbkey=CDS]",109,3,537,51,16.87306502,94.44444444,3.450651769,0.031659993,1,0.962001206,9,6,3,0.5078125,0.5078125
group_2225,,hypothetical protein,2,2,644,52,0.309597523,96.2962963,0.080745342,0.031704648,1,0.962001206,4,2,2,1,1
group_1149,,"[gene=pks3] [locus_tag=BQ2027_MB1213] [db_xref=GOA:A0A1R3XXM6,InterPro:IPR009081,InterPro:IPR011032,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR013968,InterPro:IPR014030,InterPro:IPR014031,InterPro:IPR014043,InterPro:IPR016035,InterPro:IPR016036,InterPro:IPR016039,InterPro:IPR018201,InterPro:IPR020801,InterPro:IPR020806,InterPro:IPR020807,InterPro:IPR020841,InterPro:IPR020843,InterPro:IPR032821,InterPro:IPR036291,InterPro:IPR036736,UniProtKB/TrEMBL:A0A1R3XXM6][protein=probable polyketide beta-ketoacyl synthase pks4] [protein_id=SIT99814.1] [location=1315003..1321260][gbkey=CDS]",2,2,644,52,0.309597523,96.2962963,0.080745342,0.031704648,1,0.962001206,4,2,2,1,1
group_903,,hypothetical protein,644,52,2,2,99.69040248,3.703703704,12.38461538,0.031704648,1,0.962001206,3,2,1,1,1
group_13257,,hypothetical protein,215,10,431,44,33.28173375,81.48148148,2.194895592,0.032665467,1,0.968730638,12,6,8,0.387695313,1
group_15694,,hypothetical protein,215,10,431,44,33.28173375,81.48148148,2.194895592,0.032665467,1,0.968730638,12,6,8,0.387695313,1
group_14745,,"[gene=nadD] [locus_tag=BQ2027_MB2444C] [db_xref=GOA:Q7TYM1,InterPro:IPR004821,InterPro:IPR005248,InterPro:IPR014729,UniProtKB/Swiss-Prot:Q7TYM1][protein=PROBABLE NICOTINATE-NUCLEOTIDE ADENYLYLTRANSFERASE NADD (DEAMIDO-NAD( ) PYROPHOSPHORYLASE) (DEAMIDO-NAD( ) DIPHOSPHORYLASE)(NICOTINATE MONONUCLEOTIDE ADENYLYLTRANSFERASE)(NAMN ADENYLYLTRANSFERASE)] [protein_id=SIU01059.1] [location=complement(2690769..2691404)][gbkey=CDS]",215,10,431,44,33.28173375,81.48148148,2.194895592,0.032665467,1,0.968730638,12,6,8,0.387695313,1
group_13091,,[locus_tag=BQ2027_MB2445] [db_xref=UniProtKB/TrEMBL:A0A1R3Y160] [protein=HYPOTHETICAL PROTEIN] [protein_id=SIU01060.1] [location=2691679..2691951][gbkey=CDS],215,10,431,44,33.28173375,81.48148148,2.194895592,0.032665467,1,0.968730638,12,6,8,0.387695313,1
group_15373,,"[gene=gpgp] [locus_tag=BQ2027_MB2442C] [db_xref=GOA:A0A1R3Y1I3,InterPro:IPR001345,InterPro:IPR013078,InterPro:IPR029033,UniProtKB/TrEMBL:A0A1R3Y1I3][protein=glucosyl-3-phosphoglycerate phosphatase gpgp] [protein_id=SIU01057.1][location=complement(2689724..2690395)][gbkey=CDS]",215,10,431,44,33.28173375,81.48148148,2.194895592,0.032665467,1,0.968730638,12,6,8,0.387695313,1
group_13253,,hypothetical protein,431,44,215,10,66.71826625,18.51851852,0.455602537,0.032665467,1,0.968730638,12,8,6,0.387695313,1
group_13089,,[locus_tag=BQ2027_MB2445] [db_xref=UniProtKB/TrEMBL:A0A1R3Y160] [protein=HYPOTHETICAL PROTEIN] [protein_id=SIU01060.1] [location=2691679..2691951][gbkey=CDS],431,44,215,10,66.71826625,18.51851852,0.455602537,0.032665467,1,0.968730638,12,8,6,0.387695313,1
group_15691,,hypothetical protein,431,44,215,10,66.71826625,18.51851852,0.455602537,0.032665467,1,0.968730638,12,8,6,0.387695313,1
group_14742,,"[gene=nadD] [locus_tag=BQ2027_MB2444C] [db_xref=GOA:Q7TYM1,InterPro:IPR004821,InterPro:IPR005248,InterPro:IPR014729,UniProtKB/Swiss-Prot:Q7TYM1][protein=PROBABLE NICOTINATE-NUCLEOTIDE ADENYLYLTRANSFERASE NADD (DEAMIDO-NAD( ) PYROPHOSPHORYLASE) (DEAMIDO-NAD( ) DIPHOSPHORYLASE)(NICOTINATE MONONUCLEOTIDE ADENYLYLTRANSFERASE)(NAMN ADENYLYLTRANSFERASE)] [protein_id=SIU01059.1] [location=complement(2690769..2691404)][gbkey=CDS]",431,44,215,10,66.71826625,18.51851852,0.455602537,0.032665467,1,0.968730638,12,8,6,0.387695313,1
group_15372,,"[gene=gpgp] [locus_tag=BQ2027_MB2442C] [db_xref=GOA:A0A1R3Y1I3,InterPro:IPR001345,InterPro:IPR013078,InterPro:IPR029033,UniProtKB/TrEMBL:A0A1R3Y1I3][protein=glucosyl-3-phosphoglycerate phosphatase gpgp] [protein_id=SIU01057.1][location=complement(2689724..2690395)][gbkey=CDS]",431,44,215,10,66.71826625,18.51851852,0.455602537,0.032665467,1,0.968730638,12,8,6,0.387695313,1
group_628,,hypothetical protein,72,1,574,53,11.14551084,98.14814815,6.648083624,0.033553813,1,0.990593193,5,4,1,0.375,0.375
group_3691,,hypothetical protein,574,53,72,1,88.85448916,1.851851852,0.150419287,0.033553813,1,0.990593193,15,1,14,0.000976562,0.000976562
group_491,,hypothetical protein,90,2,556,52,13.93188854,96.2962963,4.208633094,0.033863411,1,0.997358743,7,6,1,0.125,0.125
group_4172,,hypothetical protein,87,2,559,52,13.46749226,96.2962963,4.046511628,0.033935154,1,0.997358743,7,5,2,0.453125,0.453125
group_1064,,"[gene=recC] [locus_tag=BQ2027_MB0648C] [db_xref=GOA:A0A1R3XVX6,InterPro:IPR006697,InterPro:IPR011335,InterPro:IPR013986,InterPro:IPR027417,UniProtKB/TrEMBL:A0A1R3XVX6][protein=PROBABLE EXONUCLEASE V (GAMMA CHAIN) RECC (EXODEOXYRIBONUCLEASE V GAMMA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE)] [protein_id=SIT99246.1] [location=complement(726258..729551)][gbkey=CDS]",555,52,91,2,85.91331269,3.703703704,0.234573119,0.034207993,1,1,9,2,7,0.1796875,0.1796875
group_3936,,hypothetical protein,555,52,91,2,85.91331269,3.703703704,0.234573119,0.034207993,1,1,8,2,6,0.2890625,0.2890625
group_3813,,hypothetical protein,619,48,27,6,95.82043344,11.11111111,2.865740741,0.034547094,1,1,18,6,13,0.096252441,0.237884521
group_2162,,[gene=lpqX] [locus_tag=BQ2027_MB1260] [db_xref=UniProtKB/TrEMBL:A0A1R3XXR3] [protein=probable lipoprotein lpqx] [protein_id=SIT99861.1] [location=1372192..1372749][gbkey=CDS],64,11,582,43,9.907120743,79.62962963,0.429865667,0.035084372,1,1,28,18,10,0.184933342,0.184933342
group_3796,,hypothetical protein,639,51,7,3,98.91640867,5.555555556,5.369747899,0.035346941,1,1,9,3,7,0.1796875,0.5078125
group_4120,,hypothetical protein,20,5,626,49,3.095975232,90.74074074,0.313099042,0.036582991,1,1,9,7,4,0.1796875,1
group_1421,,hypothetical protein,181,8,465,46,28.01857585,85.18518519,2.238172043,0.037818556,1,1,10,2,8,0.109375,0.109375
group_3862,,hypothetical protein,250,13,396,41,38.6996904,75.92592593,1.991064491,0.039876804,1,1,35,23,13,0.089531079,0.175465249
group_822,,"[gene=PE_PGRS11] [locus_tag=BQ2027_MB0776] [db_xref=InterPro:IPR000084,InterPro:IPR013078,InterPro:IPR029033,UniProtKB/TrEMBL:A0A1R3XWQ3][protein=pe-pgrs family protein pe_pgrs11] [protein_id=SIT99375.1] [location=848349..850103][gbkey=CDS]",45,0,601,54,6.965944272,100,inf,0.040731791,1,1,5,5,0,0.0625,0.0625
group_3310,,hypothetical protein,45,0,601,54,6.965944272,100,inf,0.040731791,1,1,4,4,0,0.125,0.125
group_1154,,hypothetical protein,44,0,602,54,6.811145511,100,inf,0.040748982,1,1,4,4,0,0.125,0.125
group_3234,,hypothetical protein,44,0,602,54,6.811145511,100,inf,0.040748982,1,1,6,6,0,0.03125,0.03125
group_4855,,hypothetical protein,44,0,602,54,6.811145511,100,inf,0.040748982,1,1,4,4,0,0.125,0.125
group_3314,,hypothetical protein,44,0,602,54,6.811145511,100,inf,0.040748982,1,1,4,4,0,0.125,0.125
group_1356,,"[locus_tag=BQ2027_MB1547] [db_xref=InterPro:IPR001173,InterPro:IPR029044,UniProtKB/Swiss-Prot:P64864][protein=probable sugar transferase] [protein_id=SIU00150.1][location=1699450..1700490] [gbkey=CDS]",44,0,602,54,6.811145511,100,inf,0.040748982,1,1,4,4,0,0.125,0.125
group_2048,,"[gene=pcnA] [locus_tag=BQ2027_MB3937C] [db_xref=GOA:A0A1R3Y5L0,InterPro:IPR002646,InterPro:IPR003607,InterPro:IPR006674,InterPro:IPR006675,InterPro:IPR014065,InterPro:IPR032828,UniProtKB/TrEMBL:A0A1R3Y5L0][protein=probable poly(a) polymerase pcna (polynucleotide adenylyltransferase)(ntp polymerase) (rna adenylating enzyme)(poly(a) polymerase)] [protein_id=SIU02569.1] [location=complement(4330004..4331446)][gbkey=CDS]",602,54,44,0,93.18885449,0,0,0.040748982,1,1,4,0,4,0.125,0.125
group_3720,,"[locus_tag=BQ2027_MB3777] [db_xref=GOA:A0A1R3Y5G1,InterPro:IPR002104,InterPro:IPR011010,InterPro:IPR013762,UniProtKB/TrEMBL:A0A1R3Y5G1][protein=probable integrase (fragment)] [protein_id=SIU02406.1] [location=4139580..4139795][gbkey=CDS]",599,54,47,0,92.7244582,0,0,0.04185694,1,1,7,0,7,0.015625,0.015625
group_4502,,hypothetical protein,47,0,599,54,7.275541796,100,inf,0.04185694,1,1,7,7,0,0.015625,0.015625
group_1524,,hypothetical protein,382,24,264,30,59.13312694,55.55555556,1.808712121,0.043982668,1,1,8,6,4,0.2890625,1
group_1009,,"[locus_tag=BQ2027_MB1013] [db_xref=GOA:A0A1R3XZ45,InterPro:IPR003838,InterPro:IPR025857,UniProtKB/TrEMBL:A0A1R3XZ45][protein=PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER] [protein_id=SIT99612.1][location=1103021..1104292] [gbkey=CDS]",381,24,265,30,58.97832817,55.55555556,1.797169811,0.044412185,1,1,8,6,4,0.2890625,1
group_1993,,hypothetical protein,116,16,530,38,17.95665635,70.37037037,0.519811321,0.045231916,1,1,12,12,4,0.000488281,0.387695313
group_12948,,"[gene=celA2b] [locus_tag=BQ2027_MB1120] [db_xref=GOA:A0A1R3XXB8,InterPro:IPR002594,InterPro:IPR013319,InterPro:IPR013320,UniProtKB/TrEMBL:A0A1R3XXB8][protein=PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE)(ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE)] [protein_id=SIT99720.1][location=1217008..1217463] [gbkey=CDS]",543,51,103,3,84.05572755,5.555555556,0.310108509,0.04614539,1,1,10,3,7,0.34375,0.34375
group_2566,,"[gene=mazF7] [locus_tag=BQ2027_MB2089A] [db_xref=GOA:A0A1R3Y048,InterPro:IPR003477,InterPro:IPR011067,UniProtKB/TrEMBL:A0A1R3Y048][protein=Possible toxin MazF7] [protein_id=SIU00696.1] [location=2309381..2309791][gbkey=CDS]",449,30,197,24,69.50464396,44.44444444,1.823350254,0.046488065,1,1,35,17,21,0.310504659,1
group_800,,hypothetical protein,542,51,104,3,83.90092879,5.555555556,0.306561086,0.046512768,1,1,9,3,6,0.5078125,0.5078125
group_1770,,"[locus_tag=BQ2027_MB2836] [db_xref=GOA:A0A1R3Y486,InterPro:IPR001584,InterPro:IPR012337,InterPro:IPR015378,InterPro:IPR036397,UniProtKB/TrEMBL:A0A1R3Y486][protein=PUTATIVE TRANSPOSASE [SECOND PART]] [protein_id=SIU01455.1][location=3078476..3079189] [gbkey=CDS]",323,19,323,35,50,64.81481481,1.842105263,0.046542203,1,1,16,11,8,0.210113525,1
group_13075,,hypothetical protein,448,30,198,24,69.3498452,44.44444444,1.81010101,0.046979152,1,1,35,17,21,0.310504659,1
group_2576,,hypothetical protein,198,24,448,30,30.6501548,55.55555556,0.552455357,0.046979152,1,1,35,21,17,0.310504659,1
group_2569,,"[gene=cobN] [locus_tag=BQ2027_MB2088C] [db_xref=GOA:A0A1R3Y298,InterPro:IPR003672,InterPro:IPR011953,UniProtKB/TrEMBL:A0A1R3Y298][protein=cobalamin biosynthesis protein cobn] [protein_id=SIU00694.1] [location=complement(2305493..2309077)][gbkey=CDS]",448,30,198,24,69.3498452,44.44444444,1.81010101,0.046979152,1,1,35,17,21,0.310504659,1
group_2028,,"[gene=dnaJ2] [locus_tag=BQ2027_MB2394C] [db_xref=GOA:P63967,InterPro:IPR001305,InterPro:IPR001623,InterPro:IPR002939,InterPro:IPR008971,InterPro:IPR012724,InterPro:IPR036410,InterPro:IPR036869,UniProtKB/Swiss-Prot:P63967][protein=PROBABLE CHAPERONE PROTEIN DNAJ2][protein_id=SIU01006.1] [location=complement(2625321..2626469)][gbkey=CDS]",541,51,105,3,83.74613003,5.555555556,0.303081232,0.047079866,1,1,9,3,6,0.5078125,0.5078125
group_15332,,hypothetical protein,541,51,105,3,83.74613003,5.555555556,0.303081232,0.047079866,1,1,10,3,7,0.34375,0.34375
group_2570,,"[gene=cobN] [locus_tag=BQ2027_MB2088C] [db_xref=GOA:A0A1R3Y298,InterPro:IPR003672,InterPro:IPR011953,UniProtKB/TrEMBL:A0A1R3Y298][protein=cobalamin biosynthesis protein cobn] [protein_id=SIU00694.1] [location=complement(2305493..2309077)][gbkey=CDS]",199,24,447,30,30.80495356,55.55555556,0.556487696,0.047590057,1,1,35,21,17,0.310504659,1
group_13077,,hypothetical protein,199,24,447,30,30.80495356,55.55555556,0.556487696,0.047590057,1,1,35,21,17,0.310504659,1
group_351,,"[gene=PE_PGRS45] [locus_tag=BQ2027_MB2648C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y2J2][protein=pe-pgrs family protein pe_pgrs45] [protein_id=SIU01266.1][location=complement(2915468..2916862)][gbkey=CDS]",527,38,119,16,81.57894737,29.62962963,1.864661654,0.049691499,1,1,43,14,30,0.013718185,0.031539497
group_4831,,hypothetical protein,83,2,563,52,12.84829721,96.2962963,3.8330373,0.049866993,1,1,5,3,2,1,1
group_1065,,"[gene=recC] [locus_tag=BQ2027_MB0648C] [db_xref=GOA:A0A1R3XVX6,InterPro:IPR006697,InterPro:IPR011335,InterPro:IPR013986,InterPro:IPR027417,UniProtKB/TrEMBL:A0A1R3XVX6][protein=PROBABLE EXONUCLEASE V (GAMMA CHAIN) RECC (EXODEOXYRIBONUCLEASE V GAMMA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE)] [protein_id=SIT99246.1] [location=complement(726258..729551)][gbkey=CDS]",82,2,564,52,12.69349845,96.2962963,3.780141844,0.049984113,1,1,9,7,2,0.1796875,0.1796875
