Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
SRX2526981.scaffold	147	57	40	40	38	32	4313212	4290723	4258569	4258569	4216714	3991764	70	294299	4300593	4349904	65.61	65.63	156535	149347	81308	81308	10	11	20	20	5	4	411197	8	0	2	0	0 + 0 part	0	98.816	1.001	45.34	12.75	3.28	294299	4298029	145035	145035	67993	67993	11	11	21	21
SRX2526982.scaffold	160	58	40	39	36	28	4324272	4299609	4264055	4258899	4211343	3901090	73	294427	4310696	4349904	65.61	65.63	184794	184794	87645	81214	10	10	18	19	0	0	0	6	1	2	0	0 + 0 part	0	99.109	1.000	49.74	5.43	2.06	294427	4310266	184794	184794	87645	81214	10	10	18	19
SRX2526983.scaffold	167	62	43	43	38	31	4321867	4296437	4259474	4259474	4180510	3918293	77	294252	4306881	4349904	65.61	65.63	149202	149202	81723	81723	11	11	21	21	1	1	50170	9	0	1	0	0 + 0 part	0	98.986	1.000	43.09	5.46	1.95	294252	4305559	149202	149202	81723	81723	11	11	21	21
SRX2526984.scaffold	152	56	38	38	35	27	4324507	4302238	4266788	4266788	4217034	3945864	71	392927	4312656	4349904	65.61	65.63	183789	183789	98673	98673	9	9	17	17	1	1	183789	5	0	2	0	0 + 0 part	0	99.142	1.000	49.78	4.71	2.18	392927	4312447	182638	182638	87829	87829	9	9	18	18
SRX2526985.scaffold	113	74	49	47	38	29	4292118	4271610	4222205	4208453	4055739	3664944	95	256600	4287781	4349904	65.52	65.63	133985	133985	70968	68218	12	12	22	23	3	2	194167	8	0	1	0	0 + 0 part	0	98.535	1.000	2.26	14.37	2.59	256480	4286244	133847	133847	68218	64237	12	12	23	24
SRX2526986.scaffold	109	64	45	42	33	28	4313789	4294827	4260545	4241178	4073292	3854969	77	371249	4304733	4349904	65.57	65.63	157501	157501	76169	76169	10	10	19	19	4	3	271929	10	0	0	0	0 + 1 part	1112	98.880	1.001	0.00	13.90	2.51	371249	4301695	142953	142953	75818	74083	10	10	19	20
SRX2526987.scaffold	391	95	62	59	44	28	4397169	4272524	4206435	4187501	3920011	3303133	117	227655	4287786	4349904	65.45	65.63	108763	108763	52024	50914	13	13	27	28	10	9	364471	6	0	0	0	3 + 0 part	6589	98.298	1.001	4.57	13.03	2.27	227655	4278950	93595	93595	52024	50914	14	14	29	30
SRX2526988.scaffold	217	100	69	67	48	30	4307520	4250166	4184674	4173758	3845944	3163723	137	227655	4277548	4349904	65.42	65.63	92642	92642	48755	48270	15	15	31	33	10	8	322678	4	0	0	0	3 + 0 part	7246	98.030	1.001	4.47	12.85	2.25	227655	4267463	80447	75776	48303	48178	16	17	34	35
SRX2526989.scaffold	155	55	38	37	33	26	4324573	4299619	4266873	4261570	4190694	3928056	72	294407	4311537	4349904	65.61	65.63	183133	183133	123333	98673	10	10	17	18	2	2	473709	4	1	2	0	0 + 0 part	0	99.129	1.000	53.90	5.01	2.02	294407	4311022	182630	167200	87818	87818	10	11	19	19
SRX2526990.scaffold	216	87	56	54	42	29	4337374	4278509	4215039	4201066	3981399	3449767	120	242588	4301241	4349904	65.49	65.63	108814	108801	59855	59855	12	13	26	26	5	4	195329	7	0	1	0	5 + 0 part	7678	98.604	1.001	11.69	13.78	2.40	242588	4291243	108801	108801	58812	58812	13	13	27	27
SRX2526991.scaffold	152	60	41	39	35	28	4322279	4298663	4262170	4248832	4183530	3918818	74	292533	4309808	4349904	65.61	65.63	167271	167271	98738	98738	10	10	19	19	4	4	833704	11	0	2	0	0 + 0 part	0	99.071	1.000	51.86	13.99	3.41	234034	4308599	128712	128712	85339	85339	12	12	21	21
SRX2526992.scaffold	151	58	41	41	36	28	4313872	4289465	4256244	4256244	4166459	3856495	73	295863	4300878	4349904	65.61	65.63	167041	167041	82159	82159	10	10	19	19	3	2	239315	8	1	3	0	0 + 1 part	1655	98.772	1.001	53.92	13.08	3.40	295863	4296268	165752	165752	81308	81308	10	10	20	20
SRX2526993.scaffold	157	62	42	42	37	30	4323415	4299265	4261255	4261255	4186967	3922629	77	294352	4310166	4349904	65.61	65.63	166791	166791	87660	87660	11	11	20	20	0	0	0	5	0	2	0	0 + 1 part	2160	99.004	1.000	43.01	5.50	1.93	294352	4306374	164703	164703	87660	87660	11	11	20	20
SRX2526994.scaffold	185	86	58	55	42	29	4317235	4270274	4208952	4187419	3952474	3441191	121	242525	4294340	4349904	65.47	65.63	109236	101468	60728	60728	12	13	26	26	10	9	373615	7	0	0	0	4 + 0 part	7352	98.418	1.001	6.92	12.87	2.24	242525	4284831	101319	101319	58766	58766	13	13	27	27
SRX2526995.scaffold	113	69	45	43	35	26	4304676	4284020	4233731	4219984	4075874	3707712	88	371246	4298526	4349904	65.55	65.63	162103	162103	75779	75779	10	10	19	19	3	2	383853	10	0	0	0	0 + 0 part	0	98.764	1.001	0.00	13.66	2.56	371246	4296879	138041	138041	70974	70974	10	10	21	21
SRX2526996.scaffold	138	54	36	35	32	27	4311529	4292430	4258975	4253881	4194391	4031497	64	393471	4299629	4349904	65.62	65.63	185698	185698	106278	98741	9	9	16	17	4	3	400438	7	0	4	0	0 + 1 part	1933	98.786	1.000	52.31	12.92	3.42	393372	4296945	154770	154770	98741	87942	9	9	17	18
SRX2526997.scaffold	157	60	40	39	35	28	4324946	4300287	4259889	4254586	4189844	3930111	77	294427	4312075	4349904	65.61	65.63	166394	166394	98661	98661	11	11	19	19	2	2	474503	8	0	2	0	0 + 0 part	0	99.095	1.000	51.39	5.64	2.02	294427	4310463	154435	154435	87663	87663	11	11	20	20
SRX2526998.scaffold	152	58	42	41	36	27	4323137	4299738	4267305	4262002	4178329	3823312	73	294427	4310656	4349904	65.61	65.63	167244	167244	87645	87645	10	10	19	19	2	2	407397	9	1	3	0	0 + 0 part	0	99.058	1.000	54.19	5.57	2.02	294427	4309120	165621	165621	87633	81408	11	11	19	20
SRX2526999.scaffold	95	68	45	42	34	25	4303941	4292621	4252932	4233852	4080221	3716252	79	370886	4300475	4349904	65.56	65.63	162029	162029	84202	82100	10	10	18	19	6	4	508415	13	0	1	0	1 + 0 part	512	98.754	1.001	4.60	13.41	2.49	370886	4297489	134454	134454	75836	70915	11	11	20	21
SRX2527000.scaffold	151	57	40	39	36	29	4314193	4291485	4259331	4254283	4207313	3936675	69	294399	4300718	4349904	65.61	65.63	167290	167290	98741	98741	11	11	19	19	5	4	539846	11	0	4	0	0 + 0 part	0	98.812	1.001	54.11	13.19	3.30	294399	4297926	131388	131388	74993	74993	11	11	21	21
SRX2527001.scaffold	173	61	40	40	35	29	4318431	4290603	4248687	4248687	4160590	3934441	73	294597	4299729	4349904	65.61	65.63	167640	167640	82284	81408	10	10	18	19	3	2	482914	7	0	3	0	0 + 0 part	0	98.806	1.000	45.28	13.01	3.40	294330	4297054	165752	149347	75817	75817	10	11	20	20
SRX2527002.scaffold	96	66	44	41	36	26	4310076	4296552	4256638	4234277	4142910	3743029	78	322847	4305235	4349904	65.58	65.63	164322	164322	77792	76775	10	10	18	19	11	9	626537	14	0	0	0	0 + 0 part	0	98.877	1.001	2.28	13.88	2.58	322731	4303947	138184	138184	74830	70948	11	11	20	21
SRX2527003.scaffold	171	70	47	46	40	31	4321205	4294601	4250448	4245270	4147745	3813955	86	294322	4306135	4349904	65.60	65.63	134406	134406	69003	69003	12	12	22	22	3	3	238627	4	0	3	0	0 + 0 part	0	98.962	1.000	41.17	7.29	2.25	294322	4304367	134308	134308	69003	68016	12	12	22	23
SRX2527004.scaffold	152	57	40	39	35	28	4323571	4299623	4266307	4261004	4196118	3932029	72	392550	4310445	4349904	65.61	65.63	167051	167051	87649	85574	10	10	18	19	1	1	117767	6	1	3	0	0 + 0 part	0	99.062	1.000	52.11	5.38	1.93	392544	4308820	167051	167051	81408	81408	10	10	19	19
SRX2527005.scaffold	161	59	41	40	36	28	4322375	4296200	4259354	4252036	4186334	3876153	75	294406	4308124	4349904	65.60	65.63	166800	166800	87649	87649	11	11	19	19	3	3	481028	8	1	4	0	0 + 0 part	0	98.979	1.001	51.74	4.92	1.95	294306	4305502	152887	152887	81723	81723	11	11	21	21
SRX2527006.scaffold	156	57	41	41	37	28	4323421	4298013	4264631	4264631	4199483	3859056	73	392773	4309966	4349904	65.61	65.63	166967	166967	87649	87649	10	10	19	19	1	1	117769	7	1	2	0	0 + 0 part	0	99.071	1.000	52.11	6.13	2.07	392773	4309382	166967	166967	81351	74996	10	10	19	20
SRX2527007.scaffold	148	60	39	38	34	28	4319477	4296290	4256013	4248703	4179465	3981130	74	292424	4307284	4349904	65.61	65.63	182465	182465	106219	98738	10	10	17	18	4	4	794208	12	1	2	0	0 + 0 part	0	99.008	1.000	49.87	13.91	3.53	266299	4305736	164823	164823	82812	82812	11	11	20	20
SRX2527008.scaffold	159	58	39	39	36	30	4326010	4299622	4262666	4262666	4215841	4001712	76	281595	4312857	4349904	65.62	65.63	157626	157626	98673	98673	11	11	20	20	0	0	0	4	0	3	0	0 + 0 part	0	99.154	1.000	52.10	4.45	2.04	281595	4312499	157626	157626	98673	98673	11	11	20	20
SRX2527009.scaffold	157	55	39	39	36	28	4325246	4300279	4267420	4267420	4207363	3911772	71	294407	4311884	4349904	65.61	65.63	182631	167138	85760	85760	10	11	19	19	1	1	184177	6	1	0	0	0 + 0 part	0	99.080	1.000	51.79	5.94	2.02	294407	4309849	154710	154710	85760	82167	11	11	19	20
SRX2527010.scaffold	208	101	73	70	53	29	4298230	4249329	4186921	4165291	3893494	3003931	129	242494	4269326	4349904	65.39	65.63	81682	81682	44958	43161	16	16	34	35	8	7	378402	5	0	0	0	3 + 0 part	7172	97.864	1.001	4.54	12.71	2.16	242494	4259486	81651	77312	43161	42739	16	17	35	36
SRX2527011.scaffold	150	57	40	39	35	28	4313681	4291057	4258060	4249100	4171065	3907882	71	295909	4301219	4349904	65.61	65.63	166969	166969	98144	82159	10	10	18	19	4	3	397460	10	0	3	0	0 + 1 part	802	98.811	1.001	51.96	13.03	3.14	295909	4298378	149347	149347	82159	81214	10	10	19	20
SRX2527012.scaffold	161	59	42	41	36	28	4324133	4299233	4266587	4261284	4182946	3872080	74	392503	4310286	4349904	65.61	65.63	167874	167874	87647	87647	10	10	19	19	1	1	117770	8	0	2	0	0 + 1 part	761	99.076	1.000	49.70	4.46	2.09	392502	4309232	167874	167874	81294	74996	10	10	19	20
SRX2527013.scaffold	101	61	39	36	32	25	4320183	4302429	4260505	4238262	4158477	3870284	77	394528	4313702	4349904	65.59	65.63	182225	182225	126798	98884	9	9	16	17	5	4	359080	11	0	0	0	1 + 0 part	576	99.056	1.001	2.27	14.27	2.48	394528	4311323	164878	164878	98884	98884	9	9	17	17
SRX2527014.scaffold	99	64	43	41	33	25	4305304	4290773	4252704	4236779	4088215	3793949	76	396071	4299591	4349904	65.58	65.63	186187	186187	98884	98884	9	9	17	17	6	5	466810	11	0	0	0	1 + 0 part	510	98.789	1.000	2.26	14.08	2.68	395810	4297256	157689	157689	75803	75803	9	9	19	19
SRX2527015.scaffold	157	58	40	38	35	29	4322082	4296321	4258203	4246305	4193569	3976727	74	294318	4308031	4349904	65.61	65.63	167300	167300	87648	85574	10	10	18	19	2	2	337735	4	1	3	0	0 + 0 part	0	99.018	1.000	45.71	4.64	1.97	294318	4306235	167300	167300	85574	85574	10	10	19	19
SRX2527016.scaffold	95	65	43	41	33	26	4307671	4295337	4252823	4239398	4094947	3802582	76	371172	4303049	4349904	65.58	65.63	164290	164290	82021	82021	10	10	18	18	5	4	562569	13	0	0	0	0 + 1 part	1913	98.827	1.001	2.30	14.35	2.74	371172	4299520	138248	138248	70971	70099	10	10	20	21
SRX2527017.scaffold	162	60	39	39	35	29	4316417	4291521	4250180	4250180	4172266	3949303	72	294609	4300647	4349904	65.61	65.63	167079	167079	87815	82161	10	10	18	19	3	2	482914	9	0	3	0	0 + 0 part	0	98.811	1.001	49.88	13.31	3.35	294412	4297611	165819	149347	81408	81408	10	11	20	20
SRX2527018.scaffold	151	58	41	41	35	28	4312736	4290600	4259182	4259182	4149333	3891177	69	393513	4298746	4349904	65.61	65.63	185698	167190	87826	82140	9	10	18	19	3	2	315752	10	0	4	0	0 + 0 part	0	98.753	1.001	47.90	12.99	3.10	393413	4295460	131388	131388	82140	81214	10	10	19	20
SRX2527019.scaffold	169	61	44	42	38	28	4316405	4290779	4259030	4245683	4181925	3808821	76	393073	4301665	4349904	65.61	65.63	167950	167950	81352	81352	10	10	20	20	3	3	381680	8	0	3	0	0 + 1 part	507	98.872	1.000	51.98	10.49	3.02	393073	4300701	146286	133711	74996	74996	10	11	21	21
SRX2527020.scaffold	184	105	78	72	51	29	4277151	4240703	4173295	4127960	3783272	2948601	128	242396	4257511	4349904	65.36	65.63	81651	74589	43252	43162	16	17	35	36	8	7	319069	4	0	0	0	2 + 0 part	6037	97.622	1.001	4.65	13.78	2.26	242396	4248871	74589	74589	43162	40287	17	17	36	38
SRX2527021.scaffold	142	58	39	39	36	30	4314810	4293952	4258071	4258071	4198742	3974857	70	294399	4302744	4349904	65.61	65.63	185699	185699	81408	81408	10	10	19	19	3	2	256707	8	0	4	0	0 + 1 part	2038	98.807	1.001	59.19	12.66	3.37	294399	4298426	172800	172800	74993	74993	10	10	20	20
SRX2527022.scaffold	186	61	41	40	37	31	4318343	4287888	4247302	4237568	4183453	3960691	74	294520	4297639	4349904	65.62	65.63	162240	162240	81408	81408	11	11	20	20	4	3	402408	7	0	4	0	0 + 0 part	0	98.711	1.001	52.28	12.30	3.03	294520	4295086	149400	149400	69003	69003	11	11	21	21
SRX2527023.scaffold	114	68	43	41	33	27	4305946	4284004	4234496	4219515	4074079	3825681	89	371241	4299659	4349904	65.57	65.63	157583	157583	76100	75806	10	10	18	19	4	3	340515	10	0	0	0	1 + 0 part	523	98.744	1.001	2.33	14.02	2.54	371241	4297645	142952	142952	70977	69353	10	10	19	20
SRX2527024.scaffold	162	61	40	40	36	29	4320372	4296810	4256367	4256367	4190736	3948794	74	292433	4307044	4349904	65.61	65.63	167194	167194	87812	87812	10	10	19	19	4	4	839764	10	1	2	0	0 + 1 part	1117	98.978	1.000	43.00	14.49	3.37	240710	4303663	135847	135847	85339	82812	12	12	21	22
SRX2527025.scaffold	107	63	41	38	31	26	4316342	4297028	4251498	4230616	4104753	3914774	80	371255	4308715	4349904	65.58	65.63	188806	167081	114706	114706	9	10	17	17	5	4	515760	16	0	0	0	4 + 0 part	2103	98.897	1.001	2.27	16.46	2.67	371255	4304222	157570	157570	98884	98884	10	10	18	18
SRX2527026.scaffold	104	64	41	41	34	27	4304407	4284718	4243951	4243951	4126625	3839294	83	371197	4298759	4349904	65.56	65.63	193376	193376	84180	84180	9	9	18	18	4	3	323412	8	0	0	0	0 + 0 part	0	98.767	1.001	0.00	13.90	2.65	371197	4297235	157554	157554	75839	75839	9	9	19	19
SRX2527027.scaffold	163	64	41	41	38	32	4313336	4289435	4245183	4245183	4196921	3977304	76	294399	4298505	4349904	65.61	65.63	149447	149447	81408	74951	11	11	20	21	3	2	242894	12	0	1	0	0 + 0 part	0	98.740	1.001	58.97	13.15	3.45	294399	4296033	133229	133229	74951	74951	11	11	21	21
SRX2527028.scaffold	162	61	43	43	38	30	4325383	4299970	4264398	4264398	4176024	3865258	77	294231	4311338	4349904	65.61	65.63	166880	166880	81408	74996	11	11	20	21	1	1	63884	6	0	3	0	0 + 0 part	0	99.093	1.000	45.07	4.11	2.02	294231	4309774	165702	165702	74996	74996	11	11	21	21
SRX2527029.scaffold	95	56	38	35	28	24	4311910	4295029	4257506	4236120	4104149	3930888	69	393900	4304639	4349904	65.59	65.63	204991	193371	126785	126785	8	9	15	15	5	4	500248	12	0	1	0	2 + 1 part	1507	98.840	1.001	4.62	13.40	2.44	393900	4301467	204991	185962	110743	110743	8	9	16	16
SRX2527030.scaffold	149	63	42	41	37	30	4312843	4290574	4248692	4242406	4170805	3903452	76	294398	4300527	4349904	65.61	65.63	172801	172801	81408	74993	10	10	19	20	2	1	192722	9	1	3	0	0 + 0 part	0	98.787	1.001	67.64	12.92	3.37	294398	4297751	166908	149347	74993	69003	10	11	20	21
SRX2527031.scaffold	155	63	44	43	39	30	4323426	4298898	4261896	4256317	4192088	3855714	78	294406	4309713	4349904	65.61	65.63	166855	166855	81157	74996	11	11	20	21	1	1	116710	7	1	2	0	0 + 0 part	0	99.031	1.000	54.78	5.50	1.88	294406	4308020	165621	165621	74996	74996	11	11	21	21
SRX2527032.scaffold	108	66	43	41	34	26	4306036	4285965	4244819	4230971	4105752	3769383	85	371383	4299783	4349904	65.55	65.63	162235	162235	84210	75840	10	10	18	19	3	2	384303	12	0	0	0	1 + 0 part	541	98.762	1.001	6.91	13.57	2.56	371383	4297501	138347	138347	74830	74830	10	10	20	20
SRX2527033.scaffold	114	73	45	44	35	27	4299714	4279228	4222348	4213837	4048246	3713674	93	322746	4294804	4349904	65.55	65.63	162242	162242	71151	71151	10	10	20	20	6	5	482147	9	0	0	0	0 + 0 part	0	98.624	1.001	4.66	14.24	2.59	322731	4291618	137151	137151	69353	69353	11	11	22	22
SRX2527034.scaffold	151	58	40	40	36	29	4312626	4291772	4257862	4257862	4190456	3930365	68	294297	4299032	4349904	65.61	65.63	167100	167100	98131	98131	10	10	19	19	3	2	239384	9	0	1	0	0 + 0 part	0	98.796	1.000	45.38	12.96	3.49	294297	4297078	133230	133230	85156	85156	11	11	20	20
SRX2527035.scaffold	156	59	39	38	35	29	4324520	4300373	4263576	4258273	4212591	3996213	73	294054	4310728	4349904	65.61	65.63	167372	167372	104340	98673	10	10	18	19	2	2	394916	6	0	1	0	0 + 0 part	0	99.078	1.000	45.28	6.24	2.34	294054	4309437	165213	165213	87646	87646	11	11	19	19
SRX2527036.scaffold	172	59	39	39	36	29	4318778	4290143	4249771	4249771	4196753	3934028	73	294288	4300608	4349904	65.61	65.63	167203	167203	87825	87825	10	10	19	19	3	2	482914	8	0	1	0	0 + 1 part	2038	98.810	1.000	45.18	12.96	3.49	294288	4296767	145047	145047	81308	74974	11	11	20	21
SRX2527037.scaffold	153	58	39	38	34	29	4316021	4293895	4259089	4253786	4176537	3995134	68	393473	4301126	4349904	65.61	65.63	192722	192722	85781	85781	9	9	18	18	3	2	387096	9	0	5	0	0 + 0 part	0	98.823	1.001	59.22	12.86	3.37	393374	4298430	145088	145088	82167	82167	10	10	19	19
SRX2527038.scaffold	182	60	39	39	35	29	4317072	4288975	4247280	4247280	4169656	3964926	72	294299	4297773	4349904	65.61	65.63	167213	167213	87815	82160	10	10	18	19	3	2	482914	8	1	1	0	0 + 0 part	0	98.764	1.000	40.77	12.99	3.35	294299	4294415	165752	149194	81614	81614	10	11	20	20
SRX2527039.scaffold	163	60	42	40	36	28	4324090	4299700	4263657	4250637	4186327	3876134	74	392492	4309979	4349904	65.61	65.63	167006	167006	87657	87657	10	10	19	19	2	2	233823	8	0	4	0	0 + 1 part	553	99.043	1.000	47.36	5.78	2.09	392492	4307800	166907	166907	81484	74996	10	10	19	20
SRX2527040.scaffold	151	55	37	37	33	26	4324275	4298724	4261558	4261558	4195690	3914522	71	294388	4310648	4349904	65.61	65.63	183602	183602	106297	98673	10	10	17	18	3	3	686174	5	0	1	0	0 + 0 part	0	99.121	1.000	49.64	5.89	2.09	294388	4310466	182577	167123	87708	87708	10	11	19	19
SRX2527041.scaffold	167	55	39	39	35	28	4319225	4294124	4262817	4262817	4188004	3942347	68	240911	4303283	4349904	65.61	65.63	164316	164316	123148	114519	11	11	18	19	2	1	193172	11	0	13	0	0 + 0 part	0	98.870	1.001	77.08	12.83	3.33	240911	4300726	157427	157427	114421	114421	11	11	19	19
SRX2527042.scaffold	101	67	44	41	33	25	4309693	4295154	4259830	4240790	4093713	3762778	81	370970	4305104	4349904	65.58	65.63	190181	164276	98884	76383	9	10	17	18	6	5	518126	13	0	0	0	0 + 0 part	0	98.877	1.001	2.30	14.21	2.77	370970	4302344	138155	138155	74749	74749	10	10	19	19
SRX2527043.scaffold	152	59	40	40	35	29	4312769	4290395	4254410	4254410	4172243	3972687	71	294299	4299876	4349904	65.61	65.63	184951	184951	87755	82151	10	10	18	19	2	1	192722	9	0	3	0	0 + 1 part	994	98.812	1.000	43.51	13.01	3.56	294299	4297580	166831	166831	82151	82151	10	10	19	19
SRX2527044.scaffold	189	60	41	41	36	29	4319887	4288671	4250158	4250158	4160521	3896920	77	294225	4300824	4349904	65.60	65.63	166802	166802	87649	87649	11	11	20	20	1	1	117675	7	1	1	0	0 + 0 part	0	98.866	1.000	42.67	4.77	2.02	294225	4299371	165622	165622	82302	82302	11	11	20	20
SRX2527045.scaffold	156	60	40	39	35	27	4324399	4299402	4258859	4251915	4175213	3882978	77	393039	4312138	4349904	65.61	65.63	183923	183923	82169	81483	9	9	17	18	1	1	183923	5	0	2	0	0 + 0 part	0	99.105	1.000	44.99	5.45	2.02	392940	4310683	182369	182369	81483	74996	9	9	18	19
SRX2527046.scaffold	154	60	40	39	36	29	4312097	4289418	4250291	4243594	4183467	3913678	73	294398	4299089	4349904	65.61	65.63	167113	167113	87814	82163	11	11	19	20	4	3	495926	9	1	5	0	0 + 0 part	0	98.753	1.001	52.01	20.93	4.17	294398	4294211	143563	143563	74993	69003	11	11	21	22
SRX2527047.scaffold	153	59	42	42	37	29	4313851	4291244	4259486	4259486	4170099	3861620	71	393472	4299972	4349904	65.61	65.63	167259	167259	81214	74993	10	10	19	20	3	2	239384	9	1	3	0	0 + 0 part	0	98.794	1.001	56.81	12.84	3.35	393373	4296955	143502	143502	74993	69003	10	10	20	21
SRX2527048.scaffold	168	62	45	44	38	29	4324890	4297958	4264034	4258731	4160224	3841907	79	294406	4310259	4349904	65.61	65.63	166127	166127	82228	81351	11	11	20	21	2	1	166127	6	0	1	0	0 + 0 part	0	99.051	1.000	51.97	5.38	1.97	294406	4308836	149202	149202	74973	69003	11	11	21	22
SRX2527049.scaffold	156	56	38	38	34	28	4323246	4297708	4257166	4257166	4192079	3976316	71	294406	4308787	4349904	65.61	65.63	167133	167133	106297	98673	11	11	18	19	2	2	296907	4	1	2	0	0 + 0 part	0	99.051	1.000	45.16	4.60	2.00	294406	4307229	165455	165455	87708	87708	11	11	19	19
SRX2527050.scaffold	156	58	40	40	36	28	4322305	4295754	4258570	4258570	4194445	3900083	75	294406	4308713	4349904	65.61	65.63	167132	167132	87708	87708	10	10	19	19	1	1	291369	5	1	7	0	0 + 1 part	2215	98.945	1.001	54.94	4.90	1.86	294307	4304145	164528	152883	87708	87654	10	11	19	20
SRX2527051.scaffold	149	60	40	39	36	27	4314036	4293928	4256748	4247859	4193937	3850245	72	393092	4302464	4349904	65.61	65.63	182634	182634	87814	87814	9	9	18	18	4	4	417357	7	0	2	0	0 + 0 part	0	98.884	1.000	54.27	9.14	3.12	393092	4300971	140427	140427	87814	81158	10	10	19	20
SRX2527052.scaffold	161	58	40	39	37	31	4301849	4278126	4241902	4236599	4200487	3976425	70	294399	4287154	4349904	65.61	65.63	167201	167201	87816	81408	11	11	19	20	3	1	180414	9	0	3	0	0 + 1 part	2199	98.464	1.000	59.34	12.44	3.25	294399	4283052	149448	149448	81408	74966	11	11	20	21
SRX2527053.scaffold	100	70	47	45	34	29	4304987	4293202	4253212	4237957	4041801	3819031	80	256666	4300800	4349904	65.56	65.63	149263	138063	82017	76182	11	12	20	21	4	3	385595	10	0	0	0	0 + 0 part	0	98.820	1.001	0.00	16.45	2.54	256666	4298983	133634	133634	74830	70917	12	12	22	23
SRX2527054.scaffold	151	61	42	42	37	30	4314028	4293022	4257116	4257116	4168396	3908864	72	294299	4301202	4349904	65.61	65.63	167118	167118	81214	81214	10	10	20	20	3	2	250067	9	0	2	0	0 + 1 part	645	98.842	1.000	40.83	13.35	3.30	294299	4298425	145090	145090	81214	69003	11	11	20	21
SRX2527055.scaffold	155	60	42	42	38	30	4322881	4298857	4262692	4262692	4198908	3886170	76	294231	4310481	4349904	65.61	65.63	166847	166847	81724	74996	11	11	20	21	0	0	0	7	1	2	0	0 + 0 part	0	99.089	1.000	47.14	5.38	2.04	294231	4309919	166610	166610	81724	74996	11	11	20	21
SRX2527056.scaffold	161	57	41	40	36	28	4324258	4297763	4265027	4259724	4187960	3877107	74	294406	4310313	4349904	65.61	65.63	172802	172802	87647	87647	11	11	19	19	2	2	301558	6	1	2	0	0 + 1 part	507	99.095	1.000	42.90	4.62	1.93	294406	4309412	167011	167011	81351	74996	11	11	20	21
SRX2527057.scaffold	158	65	44	43	38	29	4322876	4300047	4259972	4254669	4177203	3835994	80	294268	4310826	4349904	65.61	65.63	148976	148976	86988	81408	11	11	20	21	2	2	243672	9	1	2	0	0 + 0 part	0	99.057	1.000	54.33	5.31	1.95	294268	4309048	148976	148976	74996	69003	11	11	21	22
SRX2527058.scaffold	155	56	39	38	34	28	4314099	4289324	4257495	4252192	4174222	3960633	72	393366	4300998	4349904	65.61	65.63	185707	172800	98741	85289	9	10	17	18	3	2	310110	11	1	3	0	0 + 1 part	2396	98.767	1.001	56.59	12.83	3.24	393366	4295631	172800	166643	81308	81308	9	10	19	19
SRX2527059.scaffold	156	64	46	45	40	30	4315079	4291648	4257753	4252450	4163479	3797147	77	294423	4301565	4349904	65.61	65.63	149347	149347	74993	69003	11	11	21	22	3	2	254443	9	0	2	0	0 + 1 part	612	98.831	1.000	58.84	12.58	3.30	294423	4298895	145200	145200	69003	68027	11	11	22	23
